Maxon: DCX 12L ,6,0.615,16,8800,3.87,10.5,3.68,6.44,0.81,12
Maxon: RE 13 ,6,0.586,21,11400,2.81,8.51,3.5,4.96,0.79,13
Maxon: RE 13 ,7.2,0.497,21,11400,2.86,8.84,4.85,5.95,0.79,13
Maxon: DCX 16S ,6,0.648,26,6580,5.3,12.6,4.06,8.53,0.74,16
Maxon:  A-max 19 ,6,0.72,33,12200,2.75,12.1,2.22,4.49,0.63,19
Maxon:  A-max 19 ,7.2,0.612,33,8980,3.98,8.84,5.88,7.22,0.59,19
